run_id,run_status,dataset,records_after_deduplication,split_strategy,test_size,random_state,preprocessing,feature_extraction,max_features,model,model_parameters,test_records,accuracy,precision,recall,f1_score,notes
LR_TFIDF_001,final,IMDb Movie Reviews,49582,stratified,0.20,42,"HTML cleanup; lowercase; contraction normalization; tokenization; stop-word removal with negation preserved; POS-aware WordNet lemmatization",TF-IDF,5000,Logistic Regression,"max_iter=1000; random_state=42",9917,0.8862,0.8776,0.8985,0.8879,"Final serialized model used by the public Streamlit application"
