mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__l2_regularization,param_classifier__learning_rate,param_classifier__max_iter,param_classifier__max_leaf_nodes,param_classifier__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5105980396270752,0.11503974797173055,0.03435263633728027,0.009684951247821141,0.0,0.02,250,15,30,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 250, 'classifier__max_leaf_nodes': 15, 'classifier__min_samples_leaf': 30}",0.8888888888888888,0.8352941176470589,0.8734177215189873,0.9024390243902439,0.896969696969697,0.8794018898829752,0.02412735544938357,33,0.9513677811550152,0.9606060606060606,0.9510703363914373,0.9483282674772037,0.952959028831563,0.9528662948922559,0.004146740311743985
0.8301589012145996,0.1566763853906647,0.02690267562866211,0.0049079086523536415,0.0,0.02,250,31,10,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 250, 'classifier__max_leaf_nodes': 31, 'classifier__min_samples_leaf': 10}",0.8658536585365854,0.8421052631578947,0.8662420382165605,0.8982035928143712,0.8928571428571429,0.873052339116511,0.02039969864780903,195,0.9984591679506933,1.0,1.0,0.9984591679506933,1.0,0.9993836671802774,0.0007548504600256505
0.7308348655700684,0.12341067630746365,0.039377355575561525,0.014401400647020262,0.0,0.02,250,31,20,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 250, 'classifier__max_leaf_nodes': 31, 'classifier__min_samples_leaf': 20}",0.896969696969697,0.8372093023255814,0.8662420382165605,0.8834355828220859,0.9012345679012346,0.877018237647032,0.023351880030409018,85,0.9768160741885626,0.9847094801223242,0.9785932721712538,0.9785932721712538,0.9770290964777948,0.9791482390262377,0.0028800394761104085
0.4905449390411377,0.09042408873913213,0.0371668815612793,0.019368323268533928,0.0,0.02,250,31,30,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 250, 'classifier__max_leaf_nodes': 31, 'classifier__min_samples_leaf': 30}",0.8944099378881988,0.8304093567251462,0.8662420382165605,0.8957055214723927,0.891566265060241,0.8756666238725078,0.025070743394012378,128,0.9499241274658573,0.9606060606060606,0.948170731707317,0.9497716894977168,0.9513677811550152,0.9519680780863933,0.00443614235367263
0.4227293491363525,0.092740539737607,0.026183605194091797,0.0018818300727433393,0.0,0.02,350,7,10,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 7, 'classifier__min_samples_leaf': 10}",0.8695652173913043,0.8470588235294118,0.8846153846153846,0.8902439024390244,0.8780487804878049,0.8739064216925859,0.01508902834729388,172,0.9422492401215805,0.9636363636363636,0.9404580152671755,0.9435114503816794,0.9497716894977168,0.9479253517809031,0.008458211870453067
0.39911656379699706,0.0853488727532679,0.029513120651245117,0.00640389553924816,0.0,0.02,350,7,20,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 7, 'classifier__min_samples_leaf': 20}",0.8695652173913043,0.8402366863905325,0.8717948717948718,0.8819875776397516,0.8848484848484849,0.869686567612989,0.015830058486000508,278,0.9404580152671755,0.9528158295281582,0.9400921658986175,0.9435114503816794,0.9425981873111783,0.9438951296773619,0.004640785366773334
0.46144418716430663,0.0932943343935617,0.04025945663452148,0.00875435354060282,0.0,0.02,350,7,30,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 7, 'classifier__min_samples_leaf': 30}",0.8679245283018868,0.8214285714285714,0.8974358974358975,0.9024390243902439,0.8780487804878049,0.8734553604088809,0.02889150503974324,184,0.9420731707317073,0.9531013615733737,0.9317147192716236,0.9377845220030349,0.9379727685325264,0.9405293084224532,0.007102207570247955
0.7356713294982911,0.12062080777678409,0.03549199104309082,0.011570342267347551,0.0,0.02,350,15,10,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 15, 'classifier__min_samples_leaf': 10}",0.8625,0.8470588235294118,0.8717948717948718,0.896969696969697,0.8902439024390244,0.8737134589466009,0.018187910250890633,176,0.9938461538461538,0.9953917050691244,0.9923664122137404,0.9923195084485407,0.9938650306748467,0.9935577620504812,0.00113960670822718
0.6928491592407227,0.140341411056558,0.030930709838867188,0.006758387430536149,0.0,0.02,350,15,20,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 15, 'classifier__min_samples_leaf': 20}",0.891566265060241,0.8488372093023255,0.8461538461538461,0.8780487804878049,0.8944099378881988,0.8718032077784832,0.020620265253392174,238,0.9922958397534669,0.9923195084485407,0.9861751152073732,0.9876923076923076,0.989247311827957,0.9895460165859291,0.002455289060920389
0.6095627307891845,0.13432832784330614,0.03114795684814453,0.008423778228776931,0.0,0.02,350,15,30,"{'classifier__l2_regularization': 0.0, 'classifier__learning_rate': 0.02, 'classifier__max_iter': 350, 'classifier__max_leaf_nodes': 15, 'classifier__min_samples_leaf': 30}",0.8819875776397516,0.8421052631578947,0.8701298701298701,0.9012345679012346,0.8957055214723927,0.8782325600602287,0.021068137401432145,50,0.9709035222052067,0.9847094801223242,0.9755351681957186,0.9649923896499238,0.9649923896499238,0.9722265899646194,0.007391712295306228
